UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
5121,1,304.2,313.6,1424,43.7,151,0,No Failure
5122,3,304.2,313.6,1469,40,154,0,No Failure
5123,2,304.2,313.5,1684,29.8,156,0,No Failure
5124,1,304.2,313.5,1532,41.3,161,0,No Failure
5125,1,304.2,313.5,1557,37.3,164,0,No Failure
5126,1,304.3,313.5,1416,48.1,167,0,No Failure
5127,3,304.3,313.5,1802,25.4,170,0,No Failure
5128,1,304.3,313.5,2245,15.1,172,0,No Failure
5129,3,304.2,313.4,1434,42.5,175,0,No Failure
5130,1,304.1,313.3,1725,28.3,177,0,No Failure
5131,3,304.2,313.3,1668,35.7,180,0,No Failure
5132,3,304.1,313.3,1452,43.9,182,0,No Failure
5133,3,304.1,313.3,1415,50,184,0,No Failure
5134,3,304.1,313.2,1824,25.8,186,0,No Failure
5135,3,304.1,313.3,1438,45.5,188,0,No Failure
5136,3,304.1,313.3,1883,24.5,190,0,No Failure
5137,3,304.2,313.4,1735,28.9,192,0,No Failure
5138,3,304.3,313.5,1464,36.7,194,0,No Failure
5139,1,304.3,313.6,1489,40.3,196,0,No Failure
5140,1,304.4,313.6,1510,38.9,199,0,No Failure
5141,1,304.3,313.6,1585,32.1,202,0,No Failure
5142,3,304.4,313.7,1509,35,205,1,Tool Wear Failure
5143,3,304.4,313.6,1568,39.1,0,0,No Failure
5144,1,304.3,313.5,1525,42,2,0,No Failure
5145,3,304.4,313.7,1607,33.5,5,0,No Failure
5146,3,304.5,313.7,1670,32.9,7,0,No Failure
5147,3,304.4,313.6,1585,38.9,9,0,No Failure
5148,3,304.4,313.6,1569,38.4,11,0,No Failure
5149,3,304.4,313.6,1507,43.1,13,0,No Failure
5150,3,304.3,313.5,1452,41.5,15,0,No Failure
5151,3,304.3,313.5,1590,29.8,17,0,No Failure
5152,3,304.3,313.6,1409,56,19,0,No Failure
5153,3,304.3,313.5,2643,12.7,21,0,No Failure
5154,3,304.2,313.4,1644,31.7,23,0,No Failure
5155,3,304.2,313.4,1568,37.6,25,0,No Failure
5156,2,304.2,313.3,1625,37.3,27,0,No Failure
5157,3,304.2,313.4,1482,41.4,32,0,No Failure
5158,2,304.1,313.3,1397,49.6,34,0,No Failure
5159,3,304.1,313.3,1459,50.3,39,0,No Failure
5160,3,304.2,313.4,1490,44,41,0,No Failure
5161,3,304.1,313.2,1434,50.1,43,0,No Failure
5162,1,304.1,313.2,2028,18.9,45,0,No Failure
5163,3,304.2,313.3,1464,45.9,48,0,No Failure
5164,1,304.2,313.4,1713,23.5,50,0,No Failure
5165,1,304.3,313.4,1624,32.1,53,0,No Failure
5166,3,304.2,313.4,1421,43.4,56,0,No Failure
5167,2,304.2,313.5,1546,41.4,58,0,No Failure
5168,3,304.2,313.4,1639,32.7,63,0,No Failure
5169,2,304.1,313.4,1696,29.6,65,0,No Failure
5170,3,304.1,313.3,1470,39.9,70,0,No Failure
5171,1,304.1,313.3,1480,38.4,72,0,No Failure
5172,1,304.2,313.4,1329,54.5,75,0,No Failure
5173,3,304.2,313.4,1740,28.2,78,0,No Failure
5174,1,304.2,313.5,1739,28.1,80,0,No Failure
5175,1,304.2,313.5,1390,47.8,83,0,No Failure
5176,3,304.2,313.4,1740,23.7,86,0,No Failure
5177,1,304,313.3,1844,27.1,88,0,No Failure
5178,2,304,313.1,1388,53.2,91,0,No Failure
5179,2,304,313.2,1517,43.1,96,0,No Failure
5180,1,304,313.1,1450,42.8,101,0,No Failure
5181,3,304,313.2,1584,38.7,104,0,No Failure
5182,3,304,313.1,1720,28.7,106,0,No Failure
5183,3,303.9,313.1,1586,31.9,108,0,No Failure
5184,1,303.9,313,1901,22.5,110,0,No Failure
5185,3,304,313,1397,42.4,113,0,No Failure
5186,3,304,313,2012,21.1,115,0,No Failure
5187,3,304,313,2354,15,117,0,No Failure
5188,3,304,313.1,1648,35.7,119,0,No Failure
5189,3,304,313.2,1632,30.6,121,0,No Failure
5190,1,304.1,313.2,1427,46.9,123,0,No Failure
5191,3,304.1,313.2,1452,48,126,0,No Failure
5192,3,304,313.2,1416,46,128,0,No Failure
5193,3,303.9,313.1,1310,62.9,130,0,No Failure
5194,2,304,313.1,1408,39.8,132,0,No Failure
5195,1,303.9,313.1,1668,34.4,137,0,No Failure
5196,3,303.9,313,1551,36.8,140,0,No Failure
5197,2,303.9,313,1517,36,142,0,No Failure
5198,2,303.8,312.9,1570,35.8,147,0,No Failure
5199,3,303.8,312.8,1428,53.3,152,0,No Failure
5200,3,303.8,312.8,1503,40,154,0,No Failure
5201,3,303.8,312.8,1416,58.7,156,0,No Failure
5202,1,303.7,312.7,1396,47.3,158,0,No Failure
5203,3,303.7,312.7,1335,51.1,161,0,No Failure
5204,1,303.7,312.6,1671,30.5,163,0,No Failure
5205,3,303.7,312.7,1989,22.4,166,0,No Failure
5206,3,303.7,312.7,1468,43.3,168,0,No Failure
5207,2,303.7,312.6,1711,27.6,170,0,No Failure
5208,1,303.8,312.7,1488,41.3,175,0,No Failure
5209,3,303.8,312.7,1664,29.3,178,0,No Failure
5210,1,303.8,312.7,1507,38.5,180,0,No Failure
5211,3,303.7,312.6,1466,42.5,183,0,No Failure
5212,3,303.7,312.5,1433,53.6,185,0,No Failure
5213,3,303.7,312.5,1397,45.7,187,0,No Failure
5214,1,303.7,312.6,1429,43.3,189,0,No Failure
5215,3,303.7,312.7,1572,37.2,192,0,No Failure
5216,1,303.7,312.7,1532,42.7,194,0,No Failure
5217,1,303.7,312.7,1316,51.8,197,0,No Failure
5218,1,303.8,312.8,1420,47.9,200,0,No Failure
5219,3,303.8,312.9,1589,37.2,203,0,No Failure
5220,3,303.8,313,1365,59.9,205,1,Overstrain Failure
5221,3,303.8,313,1633,32.9,207,0,No Failure
5222,3,303.9,313,1626,31.4,209,0,No Failure
5223,3,303.9,313.1,1665,29.6,0,0,No Failure
5224,1,303.9,313.2,1350,47.2,2,0,No Failure
5225,3,303.9,313.2,1590,31.9,5,0,No Failure
5226,1,304,313.2,1437,53.9,7,0,No Failure
5227,3,303.9,313,1403,48.3,10,0,No Failure
5228,3,303.9,313.1,1440,41.1,12,0,No Failure
5229,1,303.9,313.1,1343,61.4,14,0,No Failure
5230,2,303.9,313.1,1790,26.7,17,0,No Failure
5231,1,303.8,313.1,2117,18.6,22,0,No Failure
5232,3,303.8,313.1,1458,42.2,25,0,No Failure
5233,3,303.6,312.9,1381,57.8,27,0,No Failure
5234,3,303.6,312.9,1450,45.3,29,0,No Failure
5235,3,303.7,312.9,1461,50.1,31,0,No Failure
5236,1,303.7,312.9,1511,41,33,0,No Failure
5237,3,303.8,313.1,1394,45.4,36,0,No Failure
5238,3,303.8,313,1499,42.3,38,0,No Failure
5239,3,303.7,313,1457,44.1,40,0,No Failure
5240,3,303.7,313,1753,29,42,0,No Failure
5241,3,303.7,313,1694,28,44,0,No Failure
5242,3,303.7,313.1,1683,28.4,46,0,No Failure
5243,3,303.7,313.1,1496,47.4,48,0,No Failure
5244,3,303.7,313.1,1721,34.8,50,0,No Failure
5245,3,303.6,313,1593,31.6,52,0,No Failure
5246,3,303.6,313,1575,38.3,54,0,No Failure
5247,3,303.5,313,1465,41,56,0,No Failure
5248,3,303.6,313.1,1405,38.3,58,0,No Failure
5249,1,303.5,313,1902,21.6,60,0,No Failure
5250,1,303.4,312.9,1422,39.9,63,0,No Failure
5251,3,303.5,312.9,1332,52.9,66,0,No Failure
5252,1,303.4,312.9,1307,54.3,68,0,No Failure
5253,3,303.5,313,1322,59.5,71,0,No Failure
5254,3,303.5,313,1547,40.3,73,0,No Failure
5255,3,303.5,313.1,1897,23.6,75,0,No Failure
5256,1,303.5,313,1403,51.9,77,0,No Failure
5257,3,303.5,313,1393,51.6,80,0,No Failure
5258,3,303.5,313,1482,38.5,82,0,No Failure
5259,1,303.5,312.9,1572,44.7,84,0,No Failure
5260,3,303.5,312.9,1544,36.9,87,0,No Failure
5261,1,303.5,313,1492,46.1,89,0,No Failure
5262,3,303.4,312.8,1513,35.8,92,0,No Failure
5263,3,303.4,312.8,1449,43.9,94,0,No Failure
5264,3,303.5,312.8,1877,22.3,96,0,No Failure
5265,3,303.4,312.8,1376,53.4,98,0,No Failure
5266,1,303.5,312.9,1883,23.3,100,0,No Failure
5267,1,303.4,312.8,1518,38.7,103,0,No Failure
5268,1,303.5,312.9,1438,42.8,106,0,No Failure
5269,3,303.4,312.9,1389,54.1,109,0,No Failure
5270,3,303.5,312.9,1504,44.8,111,0,No Failure
5271,3,303.5,312.9,1275,64.4,113,0,No Failure
5272,3,303.6,313,1534,39.7,115,0,No Failure
5273,1,303.6,313,1396,38.2,117,0,No Failure
5274,3,303.6,313.1,1395,44.1,120,0,No Failure
5275,3,303.6,313,1617,30.9,122,0,No Failure
5276,3,303.7,313.1,1423,41.2,124,0,No Failure
5277,3,303.5,313,1606,34,126,0,No Failure
5278,3,303.5,312.9,1501,44,128,0,No Failure
5279,1,303.5,312.9,1618,30.4,130,0,No Failure
5280,3,303.6,313,1522,35.8,133,0,No Failure
5281,3,303.6,312.9,1480,41.4,135,0,No Failure
5282,1,303.7,313,1469,39.9,137,0,No Failure
5283,2,303.8,313.2,1381,52.4,140,0,No Failure
5284,3,303.8,313.2,1525,41.9,145,0,No Failure
5285,1,303.8,313.2,1732,29.6,147,0,No Failure
5286,3,303.8,313.1,1523,39.8,150,0,No Failure
5287,3,303.8,313.1,1422,42.4,152,0,No Failure
5288,2,303.8,313.2,1506,46.9,154,0,No Failure
5289,3,303.8,313.2,1531,39.4,159,0,No Failure
5290,1,303.9,313.3,1507,34.3,161,0,No Failure
5291,3,303.9,313.3,1526,40.7,164,0,No Failure
5292,3,303.8,313.3,1406,52.1,166,0,No Failure
5293,1,303.9,313.3,1567,35,168,0,No Failure
5294,1,303.9,313.4,1464,49.1,171,0,No Failure
5295,3,303.9,313.4,1442,48.5,174,0,No Failure
5296,3,303.8,313.2,1336,47.8,176,0,No Failure
5297,2,303.8,313.2,1379,50.2,178,0,No Failure
5298,3,303.7,313.1,1406,48.6,183,0,No Failure
5299,1,303.7,313.1,2130,18.1,185,0,No Failure
5300,3,303.7,313.1,1355,49.1,188,0,No Failure
5301,1,303.8,313.2,1710,26.5,190,0,No Failure
5302,3,303.8,313.1,1309,55.8,193,0,No Failure
5303,3,303.9,313.1,1491,37.2,195,0,No Failure
5304,3,303.9,313.2,1481,44.1,197,0,No Failure
5305,3,303.9,313.1,1425,49.3,199,0,No Failure
5306,2,303.9,313.2,1680,29.1,201,0,No Failure
5307,2,304,313.2,1612,31.7,206,0,No Failure
5308,3,304,313.3,1530,34.8,211,0,No Failure
5309,3,304,313.2,1481,42.6,213,0,No Failure
5310,1,303.9,313.2,1422,48,215,1,Tool Wear Failure
5311,3,303.8,313,1427,43,0,0,No Failure
5312,2,303.7,312.9,1460,49.8,2,0,No Failure
5313,3,303.6,312.9,1873,23.5,7,0,No Failure
5314,1,303.7,312.9,1566,32.6,9,0,No Failure
5315,3,303.6,312.8,1701,30.8,12,0,No Failure
5316,3,303.6,312.8,1710,27.2,14,0,No Failure
5317,1,303.6,312.8,1689,33.1,16,0,No Failure
5318,3,303.6,312.7,1637,32.9,19,0,No Failure
5319,3,303.5,312.6,1496,39,21,0,No Failure
5320,1,303.5,312.7,1402,47,23,0,No Failure
5321,3,303.4,312.7,1363,45.5,26,0,No Failure
5322,1,303.4,312.7,1576,49.9,28,0,No Failure
5323,1,303.4,312.7,1357,55.3,31,0,No Failure
5324,1,303.4,312.7,1399,48.4,34,0,No Failure
5325,1,303.4,312.8,1526,30.8,37,0,No Failure
5326,3,303.5,312.7,1694,27.3,40,0,No Failure
5327,1,303.5,312.7,1420,49.1,42,0,No Failure
5328,1,303.5,312.7,2116,16.7,45,0,No Failure
5329,1,303.7,312.9,1406,41.9,48,0,No Failure
5330,3,303.7,313,1456,45.5,51,0,No Failure
5331,3,303.6,312.9,1588,31.9,53,0,No Failure
5332,3,303.7,312.8,1448,44.5,55,0,No Failure
5333,2,303.6,312.7,1403,46.2,57,0,No Failure
5334,1,303.5,312.6,1405,51.6,62,0,No Failure
5335,1,303.4,312.6,2706,9.8,65,1,Power Failure
5336,1,303.3,312.4,1505,38.9,68,0,No Failure
5337,3,303.2,312.4,1663,33.7,71,0,No Failure
5338,1,303.3,312.6,1482,44.4,73,0,No Failure
5339,1,303.3,312.5,1674,32.7,76,0,No Failure
5340,1,303.4,312.7,1594,32.8,79,0,No Failure
5341,3,303.5,312.7,1393,49.3,82,0,No Failure
5342,2,303.5,312.8,1404,55.8,84,0,No Failure
5343,1,303.5,312.8,1375,45.7,89,0,No Failure
5344,3,303.5,312.8,1607,38.4,92,0,No Failure
5345,3,303.4,312.8,1360,50.8,94,0,No Failure
5346,3,303.5,312.8,1524,39.4,96,0,No Failure
5347,3,303.4,312.7,1534,35.5,98,0,No Failure
5348,3,303.3,312.7,1262,63.8,100,0,No Failure
5349,3,303.3,312.6,1623,34.6,102,0,No Failure
5350,1,303.3,312.7,1642,33.6,104,0,No Failure
5351,1,303.4,312.8,1622,35.1,107,0,No Failure
5352,1,303.5,312.9,1530,34.5,110,0,No Failure
5353,1,303.4,312.8,1590,36.3,113,0,No Failure
5354,3,303.4,312.7,1589,34,116,0,No Failure
5355,3,303.4,312.6,1462,37.5,118,0,No Failure
5356,2,303.3,312.5,1328,49.8,120,0,No Failure
5357,2,303.3,312.6,1692,29,125,0,No Failure
5358,3,303.3,312.5,1968,20.6,130,0,No Failure
5359,2,303.3,312.6,1827,24.2,132,0,No Failure
5360,1,303.3,312.6,1397,47.1,137,0,No Failure
5361,3,303.3,312.6,1463,44,140,0,No Failure
5362,3,303.3,312.7,1643,30.7,142,0,No Failure
5363,3,303.2,312.6,1281,57,144,0,No Failure
5364,3,303.2,312.5,1518,39.9,146,0,No Failure
5365,3,303.2,312.6,1601,35.3,148,0,No Failure
5366,3,303.1,312.6,1548,36.4,150,0,No Failure
5367,2,303.1,312.6,1404,40.6,152,0,No Failure
5368,1,303.1,312.5,1766,26.7,157,0,No Failure
5369,1,303.1,312.5,1667,30,160,0,No Failure
5370,2,303,312.5,1507,37.9,163,0,No Failure
5371,2,303,312.4,1627,37.1,168,0,No Failure
5372,3,302.9,312.3,1435,47.7,173,0,No Failure
5373,2,302.9,312.3,1509,46.8,175,0,No Failure
5374,1,302.9,312.3,1809,25,180,0,No Failure
5375,3,302.9,312.3,1515,40.8,183,0,No Failure
5376,3,302.9,312.3,1530,34.9,185,0,No Failure
5377,2,302.8,312.3,1336,57.5,187,0,No Failure
5378,3,302.9,312.4,2030,19.1,192,0,No Failure
5379,3,302.9,312.4,1550,36.9,194,0,No Failure
5380,3,302.9,312.4,1446,41.7,196,0,No Failure
5381,3,302.8,312.3,1494,37.5,198,0,No Failure
5382,3,302.8,312.4,1651,27,200,0,No Failure
5383,3,302.9,312.4,1698,33.8,202,0,No Failure
5384,3,302.8,312.3,1504,40.3,204,0,No Failure
5385,1,302.9,312.4,1421,46,206,0,No Failure
5386,2,302.9,312.3,1754,26.9,209,0,No Failure
5387,3,302.9,312.2,1469,42,214,0,No Failure
5388,3,302.8,312.2,1433,50,216,0,No Failure
5389,1,302.8,312.3,1432,49,218,0,No Failure
5390,3,302.8,312.3,1366,49.1,221,0,No Failure
5391,2,302.8,312.3,1483,47.2,223,0,No Failure
5392,3,302.7,312.2,1572,34.4,228,0,No Failure
5393,3,302.8,312.2,1481,40.2,230,0,No Failure
5394,3,302.8,312.3,1473,42.6,232,0,No Failure
5395,1,302.8,312.3,1262,70.5,234,1,Power Failure
5396,3,302.8,312.4,1529,36.8,237,0,No Failure
5397,3,302.8,312.4,1523,39.7,239,0,No Failure
5398,1,302.8,312.3,1416,42.7,241,0,No Failure
5399,3,302.9,312.4,1923,23.9,244,0,No Failure
5400,2,302.8,312.4,1411,53.8,246,1,Overstrain Failure
5401,3,302.7,312.4,1477,46.3,251,1,Overstrain Failure
5402,1,302.6,312.3,1454,54.8,253,1,Tool Wear Failure
5403,3,302.7,312.3,1421,48.5,0,0,No Failure
5404,3,302.7,312.3,1858,25.4,2,0,No Failure
5405,2,302.8,312.5,1422,46.1,4,0,No Failure
5406,3,302.7,312.4,1444,48.7,9,0,No Failure
5407,3,302.7,312.4,1360,47.8,11,0,No Failure
5408,3,302.7,312.4,1954,24.8,13,0,No Failure
5409,3,302.6,312.4,1628,33,15,0,No Failure
5410,3,302.7,312.4,1433,44.2,17,0,No Failure
5411,1,302.7,312.5,1417,51.5,19,0,No Failure
5412,3,302.8,312.6,1462,39.4,22,0,No Failure
5413,3,302.9,312.6,1328,59.9,24,0,No Failure
5414,2,302.7,312.5,1527,36.4,26,0,No Failure
5415,3,302.6,312.3,1534,34.3,31,0,No Failure
5416,1,302.6,312.4,1410,50.3,33,0,No Failure
5417,3,302.6,312.3,1660,30.3,36,0,No Failure
5418,3,302.6,312.4,1386,45.8,38,0,No Failure
5419,3,302.6,312.4,1398,41.6,40,0,No Failure
5420,3,302.6,312.3,1321,53.4,42,0,No Failure
5421,3,302.6,312.3,1512,34.2,44,0,No Failure
5422,1,302.6,312.3,1566,36.6,46,0,No Failure
5423,1,302.7,312.4,1422,44.5,49,0,No Failure
5424,3,302.6,312.3,1647,31.8,52,0,No Failure
5425,3,302.6,312.2,1377,45.5,54,0,No Failure
5426,3,302.5,312.2,1775,27.9,56,0,No Failure
5427,3,302.6,312.3,1554,42,58,0,No Failure
5428,3,302.7,312.4,1423,51.9,60,0,No Failure
5429,3,302.7,312.4,1453,47.3,62,0,No Failure
5430,3,302.8,312.4,1590,34.4,64,0,No Failure
5431,3,302.8,312.5,1694,28.4,66,0,No Failure
5432,3,302.8,312.5,1462,43.4,68,0,No Failure
5433,3,302.8,312.4,1392,46.2,70,0,No Failure
5434,3,302.9,312.5,1550,45.5,72,0,No Failure
5435,3,302.9,312.5,1629,30.4,74,0,No Failure
5436,1,303,312.5,1524,42.1,76,0,No Failure
5437,1,302.9,312.5,1679,30.9,79,0,No Failure
5438,1,302.9,312.6,1394,46.4,82,0,No Failure
5439,3,302.9,312.5,1683,32.1,85,0,No Failure
5440,3,303,312.5,1626,30.5,87,0,No Failure
5441,2,303,312.5,1698,30,89,0,No Failure
5442,1,303,312.6,1392,42.9,94,0,No Failure
5443,3,303.1,312.7,1353,51.8,97,0,No Failure
5444,1,303,312.7,1426,46.8,99,0,No Failure
5445,3,303,312.7,2024,19.9,102,0,No Failure
5446,1,303,312.8,1648,32.1,104,0,No Failure
5447,3,303.1,312.9,1511,40.1,107,0,No Failure
5448,3,303.1,312.8,1465,44.1,109,0,No Failure
5449,3,303,312.7,1551,41.8,111,0,No Failure
5450,3,303.1,312.8,2329,15.1,113,0,No Failure
5451,2,303.1,312.8,1435,41.9,115,0,No Failure
5452,3,303,312.7,1361,48.8,120,0,No Failure
5453,1,303,312.7,1553,35.8,122,0,No Failure
5454,3,303,312.6,1451,42.1,125,0,No Failure
5455,3,303,312.5,1461,40.2,127,0,No Failure
5456,1,303.1,312.6,1895,23.5,129,0,No Failure
5457,1,303.1,312.6,1567,32.9,132,0,No Failure
5458,1,303,312.5,1602,33.7,135,0,No Failure
5459,3,303.1,312.6,1514,42.1,138,0,No Failure
5460,3,303.1,312.5,1453,49.1,140,0,No Failure
5461,1,303,312.4,1526,36.1,142,0,No Failure
5462,1,302.9,312.3,1339,52.1,145,0,No Failure
5463,3,302.9,312.3,1889,22.8,148,0,No Failure
5464,3,302.9,312.4,1561,34.8,150,0,No Failure
5465,1,302.9,312.4,1659,33.1,152,0,No Failure
5466,3,302.9,312.4,1424,49.5,155,0,No Failure
5467,1,302.9,312.3,1426,44.7,157,0,No Failure
5468,3,302.9,312.4,1383,51.4,160,0,No Failure
5469,3,302.8,312.3,1764,29.9,162,0,No Failure
5470,1,302.7,312.2,1439,42.5,164,0,No Failure
5471,1,302.7,312.2,1585,35.5,167,0,No Failure
5472,3,302.7,312.3,1346,61.2,170,0,Random Failures
5473,3,302.8,312.3,1386,57.8,172,0,No Failure
5474,3,302.7,312.2,1369,51.8,174,0,No Failure
5475,1,302.7,312.1,1378,46.9,176,0,No Failure
5476,3,302.7,312.2,1336,46.8,179,0,No Failure
5477,1,302.6,312.1,1445,42,181,0,No Failure
5478,3,302.7,312.1,1763,26.5,184,0,No Failure
5479,3,302.7,312.2,1611,34.1,186,0,No Failure
5480,1,302.7,312.1,1564,32.1,188,0,No Failure
5481,2,302.7,312.1,1478,36,191,0,No Failure
5482,3,302.6,312,1781,28.5,196,0,No Failure
5483,3,302.6,312.1,1782,26.8,198,0,No Failure
5484,1,302.6,312.1,2000,21.9,200,0,No Failure
5485,1,302.5,312,1826,25.3,203,0,No Failure
5486,3,302.6,312.1,1344,51,206,0,No Failure
5487,3,302.6,312.2,1520,43,208,0,No Failure
5488,1,302.6,312.1,1611,39.9,210,0,No Failure
5489,3,302.7,312.2,1450,52.1,213,1,Overstrain Failure
5490,3,302.6,312.1,1499,35,215,0,Random Failures
5491,3,302.6,312.1,1288,68.5,0,1,Power Failure
5492,1,302.7,312.2,1350,58.6,2,0,No Failure
5493,1,302.9,312.4,1334,50.9,5,0,No Failure
5494,3,302.8,312.4,1376,57.1,8,0,No Failure
5495,3,302.8,312.4,1368,49.5,10,0,No Failure
5496,2,302.9,312.5,1357,55,12,0,Random Failures
5497,1,302.9,312.5,1924,24,17,0,No Failure
5498,1,302.9,312.5,1551,40,20,0,No Failure
5499,1,302.9,312.5,1903,21.2,23,0,No Failure
5500,2,302.9,312.3,1417,48.7,26,0,No Failure
5501,3,302.7,312.1,1601,35.2,31,0,No Failure
5502,3,302.7,312.1,1543,37.5,33,0,No Failure
5503,3,302.6,312.1,1439,52.3,35,0,No Failure
5504,2,302.6,312,1657,29.3,37,0,No Failure
5505,3,302.8,312.2,1458,51,42,0,No Failure
5506,3,302.8,312.2,1746,27.4,44,0,No Failure
5507,3,302.9,312.2,1677,30.5,46,0,No Failure
5508,3,302.8,312.1,1520,39.9,48,0,No Failure
5509,3,302.9,312.2,1367,55.1,50,0,No Failure
5510,3,302.8,312.2,1509,36.5,52,0,Random Failures
5511,3,302.8,312.1,1418,51.4,54,0,No Failure
5512,3,302.8,312.1,1958,20.3,56,0,No Failure
5513,3,302.8,312.2,1682,30.9,58,0,No Failure
5514,1,302.8,312.2,1452,50.3,60,0,No Failure
5515,3,302.7,312,1828,24,63,0,No Failure
5516,2,302.7,312,1484,41.5,65,0,No Failure
5517,3,302.6,312,1674,32.2,70,0,No Failure
5518,3,302.6,311.9,1448,49.5,72,0,No Failure
5519,1,302.5,311.8,2023,19.1,74,0,No Failure
5520,3,302.5,311.9,1452,47.4,77,0,No Failure
5521,1,302.6,312,1496,45,79,0,No Failure
5522,3,302.6,311.9,1397,46.9,82,0,No Failure
5523,3,302.6,311.9,1453,39.1,84,0,No Failure
5524,1,302.5,311.9,1524,34.8,86,0,No Failure
5525,3,302.6,311.9,1633,30.9,89,0,No Failure
5526,1,302.6,312,1363,45.7,91,0,No Failure
5527,3,302.5,311.9,1520,44.9,94,0,No Failure
5528,1,302.5,311.9,1532,38.8,96,0,No Failure
5529,3,302.4,311.8,1384,50.9,99,0,No Failure
5530,1,302.4,311.8,1539,39.9,101,0,No Failure
5531,1,302.3,311.8,1355,50.1,104,0,No Failure
5532,1,302.3,311.7,1504,37.3,107,0,No Failure
5533,3,302.4,311.8,1476,46.6,110,0,No Failure
5534,3,302.4,311.7,1721,26.9,112,0,No Failure
5535,1,302.3,311.7,1494,37.1,114,0,No Failure
5536,3,302.3,311.7,1465,43.5,117,0,No Failure
5537,1,302.3,311.8,1363,54,119,1,No Failure
5538,3,302.4,311.8,1648,30,122,0,No Failure
5539,1,302.3,311.8,1879,23,124,0,No Failure
5540,2,302.3,311.7,1482,39,127,0,No Failure
5541,3,302.4,311.8,1493,38.4,132,0,No Failure
5542,3,302.4,311.8,1433,42.2,134,0,No Failure
5543,3,302.3,311.7,1400,41.6,136,0,No Failure
5544,3,302.4,311.8,1255,59,138,0,No Failure
5545,3,302.2,311.7,1471,45.6,140,0,No Failure
5546,2,302.2,311.6,1357,44.2,142,0,No Failure
5547,3,302.3,311.7,1453,41.2,147,0,No Failure
5548,1,302.3,311.7,1540,28.9,149,0,No Failure
5549,3,302.3,311.8,1605,35.2,152,0,No Failure
5550,2,302.3,311.9,1374,52.4,154,0,No Failure
5551,1,302.3,311.9,1508,42.3,159,0,No Failure
5552,2,302.4,311.9,1366,47.3,162,0,No Failure
5553,2,302.5,312,1579,35.7,167,0,No Failure
5554,3,302.5,311.9,1306,59.7,172,0,Random Failures
5555,1,302.5,312,1521,40.2,174,0,No Failure
5556,3,302.5,312,1411,44.2,177,0,No Failure
5557,2,302.5,312,1357,42,179,0,No Failure
5558,1,302.5,312,1436,43.5,184,0,No Failure
5559,3,302.5,311.9,1553,40.1,187,0,No Failure
5560,1,302.5,312,1451,43.2,189,0,No Failure
5561,3,302.4,311.9,1541,37.9,192,0,No Failure
5562,1,302.3,311.7,1341,46.3,194,0,No Failure
5563,3,302.3,311.7,1648,32.1,197,0,No Failure
5564,1,302.3,311.7,1640,31.5,199,0,No Failure
5565,3,302.4,311.8,1416,46.1,202,0,No Failure
5566,3,302.4,311.9,1671,29.9,204,0,No Failure
5567,3,302.4,312,1457,45.5,206,0,No Failure
5568,1,302.5,312,1445,54.8,0,0,No Failure
5569,3,302.5,312.1,1534,38.6,3,0,No Failure
5570,3,302.4,312,1508,36.9,5,0,No Failure
5571,1,302.4,312.1,1492,47.7,7,0,No Failure
5572,3,302.4,312,1562,37.9,10,0,No Failure
5573,3,302.4,312,1545,36.4,12,0,No Failure
5574,3,302.5,312.2,1738,25.3,14,0,No Failure
5575,3,302.4,312,1305,49.1,16,0,No Failure
5576,2,302.4,312,1477,39.7,18,0,No Failure
5577,2,302.4,312,1457,43.4,23,0,No Failure
5578,3,302.4,312.1,1455,40.4,28,0,No Failure
5579,3,302.5,312.2,1574,38.7,30,0,No Failure
5580,3,302.6,312.2,1695,27.1,32,0,No Failure
5581,1,302.6,312.2,1458,38.8,34,0,No Failure
5582,1,302.5,312.1,1454,47.6,37,0,No Failure
5583,3,302.5,312,2052,18.9,40,0,No Failure
5584,3,302.5,312,1673,29.9,42,0,No Failure
5585,3,302.4,311.9,1578,29.9,44,0,No Failure
5586,1,302.5,312,1642,29.1,46,0,No Failure
5587,1,302.4,311.8,1557,31.5,49,0,No Failure
5588,3,302.5,311.9,1481,42.9,52,0,No Failure
5589,1,302.5,311.8,1566,37.6,54,0,No Failure
5590,1,302.5,311.9,1298,57.5,57,0,No Failure
5591,1,302.5,311.9,1340,59.4,60,0,No Failure
5592,3,302.5,312,1574,33.8,63,0,No Failure
5593,3,302.5,311.9,1437,46.7,65,0,No Failure
5594,3,302.6,311.9,1354,48,67,0,No Failure
5595,3,302.6,311.9,1598,35.5,69,0,No Failure
5596,1,302.7,312,1944,21.4,71,0,No Failure
5597,1,302.7,312,1538,36.7,74,0,No Failure
5598,3,302.7,312,1501,37,77,0,No Failure
5599,3,302.8,312.1,1441,52.1,79,0,No Failure
5600,1,302.7,312,1652,31,81,0,No Failure
5601,3,302.8,312.1,1487,36.6,84,0,No Failure
5602,3,302.9,312.2,1605,33.9,86,0,No Failure
5603,3,302.9,312.1,1334,54.7,88,0,No Failure
5604,3,302.9,312.2,1340,57.8,90,0,No Failure
5605,3,302.9,312.2,1513,37.8,92,0,No Failure
5606,3,302.9,312.2,1510,41.4,94,0,No Failure
5607,3,302.9,312.2,1729,23.6,96,0,No Failure
5608,1,302.9,312.2,1745,25.5,98,0,No Failure
5609,1,303.1,312.3,1623,31.6,101,0,No Failure
